"","ano_campeonato","data","rodada","estadio","arbitro","publico","publico_max","time_mandante","time_visitante","tecnico_mandante","tecnico_visitante","colocacao_mandante","colocacao_visitante","valor_equipe_titular_mandante","valor_equipe_titular_visitante","idade_media_titular_mandante","idade_media_titular_visitante","gols_mandante","gols_visitante","gols_1_tempo_mandante","gols_1_tempo_visitante","escanteios_mandante","escanteios_visitante","faltas_mandante","faltas_visitante","chutes_bola_parada_mandante","chutes_bola_parada_visitante","defesas_mandante","defesas_visitante","impedimentos_mandante","impedimentos_visitante","chutes_mandante","chutes_visitante","chutes_fora_mandante","chutes_fora_visitante"
"2260",2020,"2021-01-10",29,"Estádio Cícero Pompeu de Toledo","Braulio da Silva Machado",0,67428,"São Paulo","Santos FC","Fernando Diniz","Cuca",1,8,29.1,7.7,27.6,24.1,0,1,0,0,8,3,19,21,21,18,1,5,0,0,26,7,14,1
"2261",2022,"2022-05-15",6,"Estádio Cícero Pompeu de Toledo","Alexandre Vargas Tavares",27511,72039,"São Paulo","Cuiabá-MT","Rogério Ceni","Pintado",6,11,33.5,7.7,27.6,29.9,2,1,0,1,15,3,5,15,14,5,2,7,1,0,21,6,9,2
"2262",2010,"2010-06-06",7,"Estádio Brinco de Ouro da Princesa","Luiz Flávio de Oliveira",5685,NA,"Guarani","Barueri","Vágner Mancini","Toninho Cecílio",7,17,5.7,7.75,27.6,24.8,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2263",2014,"2014-11-09",33,"Estádio do Governo do Estado de Goiás","Raphael Claus",2187,50049,"Goiás EC","EC Bahia","Ricardo Drubscky","Gilson Kleina",11,19,5.7,7.75,25.1,28.4,3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2264",2020,"2020-12-13",25,"Estádio Governador Plácido Castelo","Leandro Pedro Vuaden",0,60326,"Ceará SC","Atlético-GO","Guto Ferreira","Marcelo Cabo",9,15,6.85,7.75,28.2,24.7,1,2,0,0,2,8,13,15,14,11,4,2,3,2,8,12,4,1
"2265",2020,"2020-11-22",22,"Estádio Olímpico Nilton Santos","Héber Lopes",0,46931,"Botafogo","Fortaleza","Emiliano Ramón Díaz","Marcelo Chamusca",19,12,9.35,7.75,27.6,29.9,1,2,0,0,7,5,18,15,15,16,4,5,3,2,19,11,6,2
"2266",2019,"2019-08-13",14,"Estádio Rei Pelé","Gilberto Rodrigues Castro Junior",9924,20000,"CSA","Fortaleza","Argel Fucks","Marconne Montenegro",19,14,9.95,7.75,31.1,28.3,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2267",2018,"2018-11-25",37,"Arena da Baixada","Leandro Bizzio Marinho",9632,42372,"Atlético-PR","Ceará SC","Tiago Nunes","Lisca",7,15,10.75,7.75,26,27.5,2,2,0,1,10,4,17,17,18,21,1,1,4,1,3,3,7,6
"2268",2014,"2014-09-21",23,"Estádio Adelmar da Costa Carvalho","Leandro Pedro Vuaden",13180,35000,"Sport Recife","Coritiba FC","Eduardo Baptista","Marquinhos Santos",8,16,11.2,7.75,28.4,26.2,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2269",2009,"2009-10-04",27,"Estádio do Governo do Estado de Goiás","Sandro Ricci",22989,NA,"Goiás EC","Botafogo","Hélio dos Anjos","Estevam Soares",3,17,11.3,7.75,28.3,27.4,1,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2270",2019,"2019-10-22",27,"Estádio Governador Roberto Santos","Luiz Flávio de Oliveira",28830,30000,"EC Bahia","Ceará SC","Roger Machado","Adilson Batista",8,16,13.4,7.75,28.8,30.2,1,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2271",2009,"2009-09-05",23,"Estádio Olímpico Monumental","Elmo Alves Resende Cunha",17653,NA,"Grêmio","EC Vitória","Paulo Autuori","Vágner Mancini",9,12,18.5,7.75,25.5,25.6,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2272",2008,"2008-06-01",4,"Allianz Parque","Giulliano Bozzano",0,NA,"Palmeiras","Atlético-PR","Vanderlei Luxemburgo","Roberto Fernandes",10,5,22.2,7.75,27.5,24.8,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2273",2020,"2020-09-06",8,"Neo Química Arena","Rafael Traci",0,49205,"Corinthians","Botafogo","Tiago Nunes","Paulo Autuori",12,17,24.58,7.75,28.5,27.8,2,2,1,1,12,6,18,10,9,17,1,4,1,2,14,13,4,8
"2274",2014,"2014-11-15",34,"Estádio Jornalista Mário Filho","Péricles Bassols Pegado Cortez",22608,82238,"Fluminense","Botafogo","Cristóvão Borges","Vágner Mancini",7,18,25.7,7.75,27.6,25.7,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2275",2010,"2010-05-09",1,"Estádio Municipal Paulo Machado de Carvalho","Marcelo de Lima Henrique",9232,NA,"Corinthians","Atlético-PR","Mano Menezes","Leandro Niehues",2,14,26.9,7.75,29.3,24.4,2,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2276",2016,"2016-07-26",16,"Estádio Jornalista Mário Filho","Rodrigo Batista Raposo",16523,78838,"Flamengo","América-MG","Zé Ricardo","Enderson Moreira",6,20,27.25,7.75,28.9,28.7,2,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2277",2015,"2015-07-09",12,"Allianz Parque","Igor Junior Benevenuto",37530,43600,"Palmeiras","Avaí FC","Marcelo Oliveira","Gilson Kleina",7,13,28.75,7.75,28.8,26.3,3,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2278",2017,"2017-08-20",21,"Estádio Luso Brasileiro","Rodolpho Toski Marques",7082,20000,"Flamengo","Atlético-GO","Reinaldo Rueda","João Paulo Sanches",5,20,31.1,7.75,27.7,27.1,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2279",2014,"2014-05-03",3,"Estádio Municipal Paulo Machado de Carvalho","Claudio Francisco Lima e Silva",31888,37952,"São Paulo","Coritiba FC","Muricy Ramalho","Celso Roth",2,13,36.95,7.75,28.8,27.1,2,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2280",2021,"2021-08-29",18,"Estádio Raimundo Sampaio","Raphael Claus",0,25000,"América-MG","Ceará SC","Vagner Mancini","Guto Ferreira",19,9,4.5,7.78,29.1,28.5,2,0,1,0,9,2,19,13,12,17,2,2,2,1,19,6,6,1
"2281",2021,"2021-11-21",34,"Estádio Antonio Accioly","Braulio da Silva Machado",2801,13000,"Atlético-GO","Ceará SC","Marcelo Cabo","Tiago Nunes",16,10,10.9,7.78,27.4,27.8,1,1,0,0,10,1,10,21,21,10,1,3,0,5,19,5,10,2
"2282",2012,"2012-07-08",8,"Estádio Moisés Lucarelli","Marcelo Aparecido Ribeiro de Souza",5271,NA,"Ponte Preta","Palmeiras","Gilson Kleina","Luiz Felipe Scolari",10,17,2.35,7.8,26.2,23.7,1,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2283",2009,"2009-07-19",12,"Arena Barueri","Héber Lopes",1866,NA,"Barueri","Náutico","Estevam Soares","Geninho",5,20,3.85,7.8,26.4,26,4,0,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2284",2020,"2020-11-07",20,"Estádio Governador Plácido Castelo","Ricardo Marques Ribeiro",0,60326,"Ceará SC","Sport Recife","Guto Ferreira","Jair Ventura",11,10,5.95,7.8,27.5,27.2,0,0,0,0,9,1,17,13,12,17,1,6,4,0,26,4,13,2
"2285",2007,"2007-11-28",37,"Estádio Municipal Paulo Machado de Carvalho","Sergio da Silva Carvalho",34168,NA,"Corinthians","Vasco da Gama","Nelsinho Baptista","Valdir Espinosa",16,13,7,7.8,22.8,23.7,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2286",2022,"2022-05-21",7,"Estádio Antonio Accioly","Luiz Flávio de Oliveira ",4676,13000,"Atlético-GO","Coritiba FC","","",19,6,7.95,7.8,27.8,30.7,2,0,1,0,3,5,14,13,13,14,6,1,1,1,17,14,7,6
"2287",2008,"2008-08-06",18,"Estádio Adelmar da Costa Carvalho","Antonio Hora Filho",0,NA,"Sport Recife","Portuguesa","Nelsinho Baptista","Vágner Benazzi",10,15,9.05,7.8,28.5,28.2,2,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2288",2016,"2016-09-15",25,"Estádio Orlando Scarpelli","José Claudio Rocha Filho",3323,19908,"Figueirense FC","América-MG","Tuca Guimarães","Enderson Moreira",17,20,9.35,7.8,26.4,28.4,2,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2289",2016,"2016-10-12",24,"Estádio Moisés Lucarelli","Wilton Sampaio",4386,19728,"Ponte Preta","América-MG","Eduardo Baptista","Enderson Moreira",8,20,11,7.8,27.2,29.1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2290",2014,"2014-11-16",34,"Estádio Jornalista Mário Filho","Leandro Pedro Vuaden",28250,87101,"Flamengo","Coritiba FC","Vanderlei Luxemburgo","Marquinhos Santos",11,15,13.75,7.8,26.3,27.5,3,2,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2291",2014,"2014-09-07",19,"Estádio Raimundo Sampaio","Flávio Rodrigues Guerra",18588,20000,"Atlético-MG","Botafogo","Levir Culpi","Vágner Mancini",8,10,19.75,7.8,26.5,27.4,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2292",2019,"2019-07-21",11,"Estádio Raimundo Sampaio","Edina Alves Batista",16043,23018,"Atlético-MG","Fortaleza","Rodrigo Santana","Rogério Ceni",4,13,20.9,7.8,26.4,29,2,2,2,0,3,2,13,10,10,13,3,4,0,0,6,5,11,5
"2293",2018,"2018-11-26",37,"Estádio Cícero Pompeu de Toledo","André Luiz de Freitas Castro",15235,67428,"São Paulo","Sport Recife","André Jardine","Milton Mendes",5,17,21.75,7.8,27.3,26.7,0,0,0,0,7,5,16,20,21,23,2,6,7,1,5,2,10,1
"2294",2009,"2009-11-11",35,"Allianz Parque","Elmo Alves Resende Cunha",17138,NA,"Palmeiras","Sport Recife","Muricy Ramalho","Givanildo Oliveira",2,20,23,7.8,26.1,28.3,2,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2295",2021,"2021-06-20",5,"Estádio Beira-Rio","Diego Pombo Lopez",0,56000,"Internacional","Ceará SC","Diego Aguirre","Guto Ferreira",15,13,27.25,7.8,26.2,26.6,1,1,1,1,6,7,16,23,21,16,1,1,1,1,10,14,7,10
"2296",2015,"2015-09-10",24,"Estádio Raimundo Sampaio","Luis Teixeira Rocha",10388,15000,"Atlético-MG","Avaí FC","Levir Culpi","Gilson Kleina",2,18,31.5,7.8,28.6,26.9,2,0,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2297",2019,"2019-11-27",35,"Estádio Jornalista Mário Filho","Paulo Roberto Alves Júnior",67539,78838,"Flamengo","Ceará SC","Jorge Jesus","Adilson Batista",1,16,81,7.8,28.5,30.4,4,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2298",2020,"2020-10-24",18,"Estádio Nabi Abi Chedid","Ramon Abatti",0,13212,"RB Bragantino","Goiás EC","Maurício Barbieri","Enderson Moreira",19,20,16.1,7.83,27.4,28.4,2,0,1,0,6,4,17,15,14,17,1,3,1,3,14,7,6,5
"2299",2021,"2021-05-30",1,"Neo Química Arena ","Felipe Fernandes",0,49205,"Corinthians","Atlético-GO","Sylvinho","Eduardo Barroca",17,6,27,7.83,27.2,27.2,0,1,0,1,10,3,18,14,14,15,1,6,1,5,15,7,5,3
"2300",2019,"2019-05-12",4,"Estádio Serra Dourada","Caio Max Augusto Vieira",9493,50049,"Goiás EC","Ceará SC","Claudinei Oliveira","Enderson Moreira",14,12,8,7.85,26.1,30.2,2,1,1,0,2,7,20,12,14,22,3,4,2,2,6,4,4,7
"2301",2020,"2020-11-11",18,"Arena Fonte Nova","Wagner do Nascimento Magalhães",0,55000,"EC Bahia","Fortaleza","Mano Menezes","Marconne Montenegro",14,7,8.48,7.85,27.7,30.2,2,1,1,0,4,7,14,11,11,13,0,4,1,2,13,8,5,4
"2302",2009,"2009-10-12",29,"Estádio Urbano Caldeira","Wagner Reway",23673,NA,"Santos FC","EC Vitória","Vanderlei Luxemburgo","Vágner Mancini",10,8,10.1,7.85,25.8,28.3,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2303",2008,"2008-07-27",15,"Arena da Baixada","José Henrique de Carvalho",17528,NA,"Atlético-PR","Figueirense FC","Roberto Fernandes","Paulo César Gusmão",15,9,11.5,7.85,23.7,22.6,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2304",2015,"2015-07-03",10,"Estádio Orlando Scarpelli","Wilton Sampaio",5425,19908,"Figueirense FC","Goiás EC","Argel Fucks","Augusto César",16,15,15,7.85,26.7,24.6,3,1,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2305",2017,"2017-07-04",11,"Estádio Giulite Coutinho","Eduardo Tomaz de Aquino Valadão",7536,12150,"Fluminense","Chapecoense","Abel Braga","Vágner Mancini",7,14,15.5,7.85,24.2,25.5,3,3,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2306",2011,"2011-10-16",30,"Estádio Olímpico Nilton Santos","Nielson Nogueira Dias",26527,NA,"Botafogo","Atlético-PR","Caio Júnior","Antônio Lopes",3,18,20.95,7.85,27.4,25.4,2,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2307",2020,"2021-02-26",38,"Arena da Baixada","Flavio Rodrigues de Souza",0,42372,"Athletico-PR","Sport Recife","Paulo Autuori","Jair Ventura",9,14,26.05,7.85,27.2,27.8,2,0,1,0,8,5,15,10,9,15,4,6,2,2,18,15,8,6
"2308",2015,"2015-10-24",32,"Estádio Beira-Rio","Dewson Fernando Freitas da Silva",19133,56000,"Internacional","Joinville-SC","Argel Fucks","Paulo César Gusmão",8,19,31,7.85,26.6,27.5,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2309",2020,"2021-02-10",35,"Estádio Beira-Rio","Rodolpho Toski Marques",0,56000,"Internacional","Sport Recife","Abel Braga","Jair Ventura",1,14,32.3,7.85,26.9,27.8,1,2,1,2,7,3,12,11,11,11,0,1,0,1,17,7,8,3
"2310",2020,"2020-12-27",27,"Estádio Urbano Caldeira","Rodolpho Toski Marques",0,20120,"Santos FC","Ceará SC","Cuca","Guto Ferreira",8,10,32.65,7.85,24.9,29.4,1,1,1,1,11,2,15,24,24,12,3,4,2,1,11,11,2,5
"2311",2013,"2013-07-21",8,"Estádio Jornalista Mário Filho","Marcelo de Lima Henrique",46860,NA,"Fluminense","Vasco da Gama","Abel Braga","Dorival Júnior",9,16,35,7.85,28.9,26.9,1,3,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2312",2014,"2014-10-19",29,"Estádio Orlando Scarpelli","Péricles Bassols Pegado Cortez",4126,19908,"Figueirense FC","Coritiba FC","Argel Fucks","Marquinhos Santos",15,19,5.25,7.9,26.1,27.7,4,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2313",2010,"2010-09-18",23,"Estádio Serra Dourada","Carlos Simon",2500,NA,"Atlético-GO","Atlético-PR","Renê Simões","Paulo César Carpegiani",18,8,5.3,7.9,28.3,24.3,1,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2314",2013,"2013-12-01",37,"Estádio Manoel Barradas","Paulo César de Oliveira",25148,NA,"EC Vitória","Flamengo","Ney Franco","Jayme de Almeida",7,13,5.85,7.9,27.9,23.9,4,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2315",2020,"2020-12-26",27,"Estádio Serra Dourada","Braulio da Silva Machado",0,12500,"Goiás EC","Sport Recife","Glauber Ramos","Jair Ventura",20,15,6.85,7.9,27.6,27.6,1,0,1,0,4,5,20,17,19,21,4,3,0,4,10,15,6,5
"2316",2022,"2022-10-02",29,"Estádio Governador Plácido Castelo","Edina Alves Batista",13976,60326,"Ceará SC","América-MG","Lucho González","Vagner Mancini",16,8,11,7.9,29.2,31.6,1,2,0,1,5,4,15,23,22,15,2,3,0,1,16,11,8,5
"2317",2018,"2018-06-07",10,"Estádio Olímpico Nilton Santos","Leandro Pedro Vuaden",8825,46931,"Botafogo","Ceará SC","Alberto Valentim","Lisca",13,20,13.45,7.9,26.6,28.7,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2318",2011,"2011-05-21",1,"Estádio Governador Magalhães Pinto","Péricles Bassols Pegado Cortez",13799,NA,"Atlético-MG","Atlético-PR","Dorival Júnior","Adilson Batista",2,19,14.2,7.9,25.3,26,3,0,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2319",2014,"2014-09-25",24,"Estádio Beira-Rio","Marcelo de Lima Henrique",15701,56000,"Internacional","Criciúma EC","Abel Braga","Gilmar",3,19,15.6,7.9,29.4,26.6,3,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2320",2011,"2011-11-20",36,"Estádio Governador Magalhães Pinto","Leandro Pedro Vuaden",18139,NA,"Cruzeiro","Atlético-PR","Vágner Mancini","Antônio Lopes",16,17,17.35,7.9,28.3,26,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2321",2010,"2010-11-20",36,"Estádio Olímpico Monumental","Salvio Fagundes Filho",27044,NA,"Grêmio","Atlético-PR","Renato Gaúcho","Sérgio Soares",6,5,18.85,7.9,25.7,25.7,3,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2322",2008,"2008-07-17",12,"Estádio Beira-Rio","Rodrigo Braghetto",24343,NA,"Internacional","Atlético-MG","Tite","Alexandre Gallo",9,14,19.5,7.9,27.3,25,1,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2323",2018,"2018-11-04",32,"Estádio Durival Britto e Silva","Raphael Claus",1328,20083,"Paraná","EC Vitória","Dado Cavalcanti","Paulo César Carpegiani",20,19,3.55,7.95,24.2,24.8,1,1,0,0,2,5,18,19,21,18,6,5,0,2,1,1,2,1
"2324",2014,"2014-09-28",25,"Estádio Orlando Scarpelli","Dewson Fernando Freitas da Silva",6787,19908,"Figueirense FC","Palmeiras","Argel Fucks","Dorival Júnior",12,17,3.65,7.95,24.7,24.5,3,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2325",2007,"2007-12-02",38,"Estádio do Governo do Estado de Goiás","Djalma José Beltrami Teixeira",34215,NA,"Goiás EC","Internacional","Cassius Hartmann","Abel Braga",17,8,4,7.95,26.5,29.9,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2326",2007,"2007-08-12",19,"Estádio Municipal Paulo Machado de Carvalho","Luís Antônio Silva Santos",6298,NA,"Corinthians","Grêmio","Paulo César Carpegiani","Mano Menezes",15,6,5.25,7.95,24.3,27.1,2,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2327",2007,"2007-06-24",7,"Estádio Beira-Rio","Wilson Luiz Seneme",30372,NA,"Internacional","Grêmio","Alexandre Gallo","Mano Menezes",13,17,5.75,7.95,28.3,28.7,0,2,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2328",2020,"2021-02-05",34,"Estádio Olímpico Nilton Santos","Luiz Flávio de Oliveira",0,46931,"Botafogo","Sport Recife","Eduardo Barroca","Jair Ventura",20,16,5.88,7.95,22.3,27.1,0,1,0,1,10,8,11,19,17,9,1,5,3,0,25,10,10,3
"2329",2008,"2008-06-01",4,"Estádio Governador Magalhães Pinto","Héber Lopes",9522,NA,"Atlético-MG","Portuguesa","Alexandre Gallo","Vágner Benazzi",13,18,6.45,7.95,26.8,26.4,2,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2330",2007,"2007-09-08",25,"Estádio Governador Magalhães Pinto","Héber Lopes",35645,NA,"Cruzeiro","Grêmio","Dorival Júnior","Mano Menezes",2,6,7.55,7.95,23,27.4,2,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2331",2020,"2020-10-31",19,"Estádio Major Antônio Couto Pereira","Daniel Nobre Bins",0,37182,"Coritiba FC","Atlético-GO","Pachequinho","Eduardo Souza",19,12,8.45,7.95,29,25.7,1,0,1,0,0,12,22,18,17,21,5,0,0,0,5,14,3,4
"2332",2015,"2015-09-20",27,"Estádio Serra Dourada","Raphael Claus",3961,50049,"Goiás EC","Joinville-SC","Wanderley Filho","Paulo César Gusmão",17,19,13.75,7.95,25,26.2,3,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2333",2015,"2015-05-24",3,"Arena do Grêmio","Luiz Flávio de Oliveira",8336,60540,"Grêmio","Figueirense FC","James Freitas","Argel Fucks",18,19,26,7.95,26.1,25.6,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2334",2018,"2018-09-22",26,"Estádio Cícero Pompeu de Toledo","Wilton Sampaio",47846,67428,"São Paulo","América-MG","Diego Aguirre","Adilson Batista",1,12,29.4,7.95,29.2,30.6,1,1,1,0,6,2,13,11,11,14,5,8,1,0,2,1,4,1
"2335",2008,"2008-06-29",8,"Allianz Parque","Djalma José Beltrami Teixeira",0,NA,"Palmeiras","Náutico","Vanderlei Luxemburgo","Leandro Machado",5,4,30.9,7.95,27.3,26.3,2,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2336",2021,"2021-10-15",26,"Estádio Cícero Pompeu de Toledo","Paulo Cesar Zanovelli",9371,72039,"São Paulo","Ceará SC","Rogério Ceni","Tiago Nunes",15,14,43.5,7.95,27.7,27.9,1,1,0,1,10,10,18,14,14,17,6,7,3,0,23,12,10,3
"2337",2022,"2022-06-26",14,"Estádio Jornalista Mário Filho","Ramon Abatti",42931,78838,"Flamengo","América-MG","Dorival Júnior","Vagner Mancini",14,16,90.3,7.95,26.9,31.4,3,0,1,0,7,7,17,13,11,16,5,4,2,1,23,15,10,6
"2338",2017,"2017-06-09",5,"Estádio Olímpico Pedro Ludovico Teixeira","Péricles Bassols Pegado Cortez",1818,13500,"Atlético-GO","Ponte Preta","João Paulo Sanches","Gilson Kleina",20,6,5.4,8,26,29.3,3,0,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2339",2007,"2007-12-02",38,"Estádio Jornalista Mário Filho","Adriano de Carvalho",8581,NA,"Botafogo","Figueirense FC","Cuca","Alexandre Gallo",9,11,7.1,8,26.5,25.2,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2340",2008,"2008-08-20",21,"Estádio Manoel Barradas","Pablo dos Santos Alves",7618,35632,"EC Vitória","Sport Recife","Vágner Mancini","Nelsinho Baptista",8,10,7.4,8,26.9,27.7,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2341",2022,"2022-04-17",2,"Estádio Raimundo Sampaio","Ramon Abatti",1559,25000,"América-MG","Juventude","Vagner Mancini","Eduardo Baptista",15,8,8.65,8,31.1,29.2,4,1,2,0,5,5,19,11,11,18,3,5,2,2,22,13,9,3
"2342",2020,"2020-11-08",20,"Arena Fonte Nova","Jefferson Ferreira Moraes",0,55000,"EC Bahia","Botafogo","Mano Menezes","Flávio Tenius",13,16,9.45,8,29.4,25.6,1,0,0,0,4,4,19,17,16,18,3,4,1,1,20,10,7,5
"2343",2016,"2016-09-19",26,"Estádio Manoel Barradas","Rodrigo D",9900,35632,"EC Vitória","Botafogo","Argel Fucks","Jair Ventura",15,11,10.3,8,26.1,28.6,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2344",2016,"2016-10-09",29,"Estádio Orlando Scarpelli","Wilton Sampaio",12325,19908,"Figueirense FC","Botafogo","Marquinhos Santos","Jair Ventura",17,8,10.48,8,27.5,26.7,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2345",2009,"2009-10-12",29,"Estádio do Governo do Estado de Goiás","Jailson Macedo Freitas",9621,NA,"Goiás EC","Sport Recife","Hélio dos Anjos","Péricles Chamusca",5,19,11.9,8,28.9,28.8,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2346",2014,"2014-08-24",17,"Estádio Municipal Paulo Machado de Carvalho","Marcos André Gomes da Penha",18461,27650,"Palmeiras","Coritiba FC","Ricardo Gareca","Celso Roth",20,17,14.75,8,26.4,26.1,1,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2347",2019,"2019-11-28",35,"Estádio Governador Magalhães Pinto","Vinicius Gonçalves Dias Araujo",34290,57483,"Cruzeiro","CSA","Abel Braga","Argel Fucks",17,18,18.6,8,29.3,29.6,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2348",2021,"2021-09-12",20,"Estádio Urbano Caldeira","Paulo Cesar Zanovelli",0,20120,"Santos","EC Bahia","Fábio Carille","Diego Dabove",15,16,18.8,8,27,29.3,0,0,0,0,5,1,16,20,20,15,3,1,0,0,10,13,6,7
"2349",2009,"2009-10-04",27,"Estádio Olímpico Monumental","Wilson Luiz Seneme",19174,NA,"Grêmio","Sport Recife","Paulo Autuori","Péricles Chamusca",6,19,23.9,8,24.9,28.8,3,3,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2350",2019,"2019-05-05",3,"Estádio Governador Magalhães Pinto","Rodrigo Carvalhaes de Miranda",19735,57483,"Cruzeiro","Goiás EC","Mano Menezes","Claudinei Oliveira",14,11,26.75,8,31,26.3,2,1,0,0,5,4,13,9,10,14,3,6,1,1,8,5,8,5
"2351",2018,"2018-05-31",8,"Neo Química Arena","Grazianni Maciel Rocha",34921,49205,"Corinthians","América-MG","Osmar Loss","Enderson Moreira",6,11,32.6,8,27,26.5,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
